,path,symbol_id,latex
0,hasy-data/v2-42303.png,70,\mu
1,hasy-data/v2-138273.png,102,\infty
2,hasy-data/v2-33731.png,63,\gamma
3,hasy-data/v2-47008.png,72,\rho
4,hasy-data/v2-76523.png,92,\times
5,hasy-data/v2-138502.png,102,\infty
6,hasy-data/v2-47951.png,73,\phi
7,hasy-data/v2-30492.png,52,p
8,hasy-data/v2-41849.png,70,\mu
9,hasy-data/v2-45761.png,71,\Pi
10,hasy-data/v2-37538.png,66,\eta
11,hasy-data/v2-38038.png,67,\theta
12,hasy-data/v2-40589.png,69,\lambda
13,hasy-data/v2-33477.png,63,\gamma
14,hasy-data/v2-74240.png,91,\cup
15,hasy-data/v2-139847.png,102,\infty
16,hasy-data/v2-129390.png,98,\exists
17,hasy-data/v2-18491.png,17,R
18,hasy-data/v2-129352.png,98,\exists
19,hasy-data/v2-59502.png,76,\leq
20,hasy-data/v2-28683.png,36,\sigma
21,hasy-data/v2-34796.png,64,\delta
22,hasy-data/v2-60890.png,77,\geq
23,hasy-data/v2-42182.png,70,\mu
24,hasy-data/v2-61929.png,81,\supset
25,hasy-data/v2-48199.png,73,\phi
26,hasy-data/v2-31296.png,62,\Sigma
27,hasy-data/v2-30173.png,46,j
28,hasy-data/v2-06433.png,91,\cup
29,hasy-data/v2-41745.png,70,\mu
30,hasy-data/v2-46686.png,72,\rho
31,hasy-data/v2-29502.png,36,\sigma
32,hasy-data/v2-82015.png,95,\cap
33,hasy-data/v2-41062.png,69,\lambda
34,hasy-data/v2-121702.png,97,\forall
35,hasy-data/v2-121995.png,97,\forall
36,hasy-data/v2-71369.png,89,\#
37,hasy-data/v2-40675.png,69,\lambda
38,hasy-data/v2-129129.png,98,\exists
39,hasy-data/v2-77290.png,93,\ast
40,hasy-data/v2-96474.png,96,\perp
41,hasy-data/v2-46337.png,71,\Pi
42,hasy-data/v2-129506.png,98,\exists
43,hasy-data/v2-96284.png,96,\perp
44,hasy-data/v2-71421.png,89,\#
45,hasy-data/v2-20454.png,31,5
46,hasy-data/v2-123144.png,97,\forall
47,hasy-data/v2-46426.png,72,\rho
48,hasy-data/v2-62395.png,82,\subseteq
49,hasy-data/v2-70335.png,88,\&
50,hasy-data/v2-61181.png,80,\subset
51,hasy-data/v2-71208.png,89,\#
52,hasy-data/v2-59443.png,76,\leq
53,hasy-data/v2-121568.png,97,\forall
54,hasy-data/v2-70521.png,88,\&
55,hasy-data/v2-62350.png,82,\subseteq
56,hasy-data/v2-70538.png,88,\&
57,hasy-data/v2-42311.png,70,\mu
58,hasy-data/v2-05661.png,86,\{
59,hasy-data/v2-47860.png,73,\phi
60,hasy-data/v2-02335.png,66,\eta
61,hasy-data/v2-122549.png,97,\forall
62,hasy-data/v2-32779.png,63,\gamma
63,hasy-data/v2-67379.png,86,\{
64,hasy-data/v2-37799.png,67,\theta
65,hasy-data/v2-58676.png,75,\cdot
66,hasy-data/v2-95738.png,96,\perp
67,hasy-data/v2-30609.png,54,r
68,hasy-data/v2-128948.png,98,\exists
69,hasy-data/v2-67116.png,86,\{
70,hasy-data/v2-58925.png,75,\cdot
71,hasy-data/v2-30453.png,52,p
72,hasy-data/v2-139231.png,102,\infty
73,hasy-data/v2-123247.png,97,\forall
74,hasy-data/v2-37324.png,66,\eta
75,hasy-data/v2-11985.png,97,\forall
76,hasy-data/v2-34823.png,64,\delta
77,hasy-data/v2-61030.png,78,<
78,hasy-data/v2-70788.png,89,\#
79,hasy-data/v2-13647.png,102,\infty
80,hasy-data/v2-81638.png,95,\cap
81,hasy-data/v2-62379.png,82,\subseteq
82,hasy-data/v2-75919.png,92,\times
83,hasy-data/v2-76838.png,92,\times
84,hasy-data/v2-137325.png,102,\infty
85,hasy-data/v2-01554.png,55,s
86,hasy-data/v2-38802.png,68,\epsilon
87,hasy-data/v2-13045.png,99,[
88,hasy-data/v2-31684.png,62,\Sigma
89,hasy-data/v2-45971.png,71,\Pi
90,hasy-data/v2-133469.png,100,]
91,hasy-data/v2-137892.png,102,\infty
92,hasy-data/v2-39112.png,68,\epsilon
93,hasy-data/v2-129975.png,98,\exists
94,hasy-data/v2-47020.png,72,\rho
95,hasy-data/v2-70574.png,89,\#
96,hasy-data/v2-60442.png,77,\geq
97,hasy-data/v2-02725.png,69,\lambda
98,hasy-data/v2-45790.png,71,\Pi
99,hasy-data/v2-81726.png,95,\cap
100,hasy-data/v2-36192.png,65,\Delta
101,hasy-data/v2-17090.png,0,A
102,hasy-data/v2-60309.png,77,\geq
103,hasy-data/v2-61766.png,80,\subset
104,hasy-data/v2-61643.png,80,\subset
105,hasy-data/v2-82058.png,95,\cap
106,hasy-data/v2-62238.png,82,\subseteq
107,hasy-data/v2-37717.png,67,\theta
108,hasy-data/v2-96063.png,96,\perp
109,hasy-data/v2-63173.png,82,\subseteq
110,hasy-data/v2-58543.png,75,\cdot
111,hasy-data/v2-122254.png,97,\forall
112,hasy-data/v2-81736.png,95,\cap
113,hasy-data/v2-121999.png,97,\forall
114,hasy-data/v2-61893.png,81,\supset
115,hasy-data/v2-139470.png,102,\infty
116,hasy-data/v2-139317.png,102,\infty
117,hasy-data/v2-76449.png,92,\times
118,hasy-data/v2-18118.png,12,M
119,hasy-data/v2-30192.png,47,k
120,hasy-data/v2-18934.png,25,Z
121,hasy-data/v2-68492.png,87,\}
122,hasy-data/v2-60230.png,77,\geq
123,hasy-data/v2-46223.png,71,\Pi
124,hasy-data/v2-45847.png,71,\Pi
125,hasy-data/v2-63403.png,82,\subseteq
126,hasy-data/v2-28717.png,36,\sigma
127,hasy-data/v2-29414.png,36,\sigma
128,hasy-data/v2-01898.png,63,\gamma
129,hasy-data/v2-95602.png,96,\perp
130,hasy-data/v2-32996.png,63,\gamma
131,hasy-data/v2-60657.png,77,\geq
132,hasy-data/v2-30275.png,48,l
133,hasy-data/v2-02001.png,64,\delta
134,hasy-data/v2-52416.png,74,\omega
135,hasy-data/v2-20136.png,27,1
136,hasy-data/v2-42618.png,70,\mu
137,hasy-data/v2-13630.png,102,\infty
138,hasy-data/v2-02503.png,68,\epsilon
139,hasy-data/v2-01516.png,49,m
140,hasy-data/v2-52193.png,74,\omega
141,hasy-data/v2-82408.png,95,\cap
142,hasy-data/v2-03968.png,74,\omega
143,hasy-data/v2-33076.png,63,\gamma
144,hasy-data/v2-132952.png,99,[
145,hasy-data/v2-40522.png,69,\lambda
146,hasy-data/v2-61604.png,80,\subset
147,hasy-data/v2-31691.png,62,\Sigma
148,hasy-data/v2-05942.png,88,\&
149,hasy-data/v2-13666.png,102,\infty
150,hasy-data/v2-33355.png,63,\gamma
151,hasy-data/v2-17550.png,6,G
152,hasy-data/v2-66573.png,83,-
153,hasy-data/v2-67104.png,86,\{
154,hasy-data/v2-80334.png,94,\div
155,hasy-data/v2-70066.png,88,\&
156,hasy-data/v2-59621.png,76,\leq
157,hasy-data/v2-36270.png,65,\Delta
158,hasy-data/v2-42438.png,70,\mu
159,hasy-data/v2-17297.png,2,C
160,hasy-data/v2-82017.png,95,\cap
161,hasy-data/v2-42158.png,70,\mu
162,hasy-data/v2-62609.png,82,\subseteq
163,hasy-data/v2-30097.png,45,i
164,hasy-data/v2-01385.png,36,\sigma
165,hasy-data/v2-35540.png,65,\Delta
166,hasy-data/v2-06437.png,91,\cup
167,hasy-data/v2-72272.png,90,\%
168,hasy-data/v2-30262.png,48,l
169,hasy-data/v2-139476.png,102,\infty
170,hasy-data/v2-30649.png,55,s
171,hasy-data/v2-59776.png,76,\leq
172,hasy-data/v2-34851.png,64,\delta
173,hasy-data/v2-122457.png,97,\forall
174,hasy-data/v2-74125.png,91,\cup
175,hasy-data/v2-32329.png,62,\Sigma
176,hasy-data/v2-08887.png,96,\perp
177,hasy-data/v2-35222.png,64,\delta
178,hasy-data/v2-05116.png,82,\subseteq
179,hasy-data/v2-29013.png,36,\sigma
180,hasy-data/v2-46126.png,71,\Pi
181,hasy-data/v2-20539.png,32,6
182,hasy-data/v2-05635.png,86,\{
183,hasy-data/v2-20380.png,30,4
184,hasy-data/v2-37441.png,66,\eta
185,hasy-data/v2-33619.png,63,\gamma
186,hasy-data/v2-138109.png,102,\infty
187,hasy-data/v2-13049.png,99,[
188,hasy-data/v2-48085.png,73,\phi
189,hasy-data/v2-76684.png,92,\times
190,hasy-data/v2-37190.png,66,\eta
191,hasy-data/v2-45951.png,71,\Pi
192,hasy-data/v2-82039.png,95,\cap
193,hasy-data/v2-71663.png,90,\%
194,hasy-data/v2-71552.png,90,\%
195,hasy-data/v2-60600.png,77,\geq
196,hasy-data/v2-38818.png,68,\epsilon
197,hasy-data/v2-81636.png,95,\cap
198,hasy-data/v2-75737.png,92,\times
199,hasy-data/v2-121510.png,97,\forall
200,hasy-data/v2-77278.png,93,\ast
201,hasy-data/v2-38816.png,68,\epsilon
202,hasy-data/v2-05067.png,81,\supset
203,hasy-data/v2-46475.png,72,\rho
204,hasy-data/v2-138648.png,102,\infty
205,hasy-data/v2-138824.png,102,\infty
206,hasy-data/v2-63547.png,82,\subseteq
207,hasy-data/v2-132948.png,99,[
208,hasy-data/v2-122571.png,97,\forall
209,hasy-data/v2-17156.png,0,A
210,hasy-data/v2-20180.png,28,2
211,hasy-data/v2-18127.png,12,M
212,hasy-data/v2-52200.png,74,\omega
213,hasy-data/v2-69405.png,88,\&
214,hasy-data/v2-122121.png,97,\forall
215,hasy-data/v2-122034.png,97,\forall
216,hasy-data/v2-02090.png,65,\Delta
217,hasy-data/v2-06086.png,89,\#
218,hasy-data/v2-35094.png,64,\delta
219,hasy-data/v2-18806.png,23,X
220,hasy-data/v2-129649.png,98,\exists
221,hasy-data/v2-70512.png,88,\&
222,hasy-data/v2-76543.png,92,\times
223,hasy-data/v2-129399.png,98,\exists
224,hasy-data/v2-121457.png,97,\forall
225,hasy-data/v2-31183.png,62,\Sigma
226,hasy-data/v2-18232.png,13,N
227,hasy-data/v2-137913.png,102,\infty
228,hasy-data/v2-52204.png,74,\omega
229,hasy-data/v2-68509.png,87,\}
230,hasy-data/v2-69886.png,88,\&
231,hasy-data/v2-96143.png,96,\perp
232,hasy-data/v2-32876.png,63,\gamma
233,hasy-data/v2-61731.png,80,\subset
234,hasy-data/v2-67954.png,86,\{
235,hasy-data/v2-59497.png,76,\leq
236,hasy-data/v2-47753.png,73,\phi
237,hasy-data/v2-28727.png,36,\sigma
238,hasy-data/v2-67711.png,86,\{
239,hasy-data/v2-61937.png,81,\supset
240,hasy-data/v2-46507.png,72,\rho
241,hasy-data/v2-121462.png,97,\forall
242,hasy-data/v2-63602.png,82,\subseteq
243,hasy-data/v2-47808.png,73,\phi
244,hasy-data/v2-63534.png,82,\subseteq
245,hasy-data/v2-30916.png,60,y
246,hasy-data/v2-13782.png,102,\infty
247,hasy-data/v2-80387.png,94,\div
248,hasy-data/v2-11793.png,97,\forall
249,hasy-data/v2-76815.png,92,\times
250,hasy-data/v2-13823.png,102,\infty
251,hasy-data/v2-61397.png,80,\subset
252,hasy-data/v2-37896.png,67,\theta
253,hasy-data/v2-48206.png,73,\phi
254,hasy-data/v2-05655.png,86,\{
255,hasy-data/v2-60115.png,76,\leq
256,hasy-data/v2-139281.png,102,\infty
257,hasy-data/v2-139710.png,102,\infty
258,hasy-data/v2-18179.png,13,N
259,hasy-data/v2-71874.png,90,\%
260,hasy-data/v2-37311.png,66,\eta
261,hasy-data/v2-04981.png,80,\subset
262,hasy-data/v2-29758.png,38,b
263,hasy-data/v2-69856.png,88,\&
264,hasy-data/v2-129402.png,98,\exists
265,hasy-data/v2-18610.png,19,T
266,hasy-data/v2-32449.png,62,\Sigma
267,hasy-data/v2-66873.png,85,\$
268,hasy-data/v2-96240.png,96,\perp
269,hasy-data/v2-122134.png,97,\forall
270,hasy-data/v2-05719.png,86,\{
271,hasy-data/v2-80286.png,94,\div
272,hasy-data/v2-58670.png,75,\cdot
273,hasy-data/v2-59503.png,76,\leq
274,hasy-data/v2-82229.png,95,\cap
275,hasy-data/v2-76837.png,92,\times
276,hasy-data/v2-138262.png,102,\infty
277,hasy-data/v2-139507.png,102,\infty
278,hasy-data/v2-18208.png,13,N
279,hasy-data/v2-122586.png,97,\forall
280,hasy-data/v2-46500.png,72,\rho
281,hasy-data/v2-138832.png,102,\infty
282,hasy-data/v2-41802.png,70,\mu
283,hasy-data/v2-41716.png,70,\mu
284,hasy-data/v2-40601.png,69,\lambda
285,hasy-data/v2-71701.png,90,\%
286,hasy-data/v2-46045.png,71,\Pi
287,hasy-data/v2-32262.png,62,\Sigma
288,hasy-data/v2-13140.png,100,]
289,hasy-data/v2-04764.png,76,\leq
290,hasy-data/v2-129794.png,98,\exists
291,hasy-data/v2-139171.png,102,\infty
292,hasy-data/v2-129049.png,98,\exists
293,hasy-data/v2-139103.png,102,\infty
294,hasy-data/v2-17192.png,0,A
295,hasy-data/v2-81502.png,95,\cap
296,hasy-data/v2-73662.png,91,\cup
297,hasy-data/v2-70426.png,88,\&
298,hasy-data/v2-46591.png,72,\rho
299,hasy-data/v2-16526.png,103,\ohm
300,hasy-data/v2-35919.png,65,\Delta
301,hasy-data/v2-71035.png,89,\#
302,hasy-data/v2-20283.png,29,3
303,hasy-data/v2-45965.png,71,\Pi
304,hasy-data/v2-63089.png,82,\subseteq
305,hasy-data/v2-133339.png,99,[
306,hasy-data/v2-52351.png,74,\omega
307,hasy-data/v2-16532.png,103,\ohm
308,hasy-data/v2-04768.png,76,\leq
309,hasy-data/v2-77280.png,93,\ast
310,hasy-data/v2-34456.png,64,\delta
311,hasy-data/v2-138432.png,102,\infty
312,hasy-data/v2-35981.png,65,\Delta
313,hasy-data/v2-37362.png,66,\eta
314,hasy-data/v2-71192.png,89,\#
315,hasy-data/v2-51961.png,74,\omega
316,hasy-data/v2-61819.png,80,\subset
317,hasy-data/v2-30029.png,43,g
318,hasy-data/v2-45842.png,71,\Pi
319,hasy-data/v2-18451.png,16,Q
320,hasy-data/v2-132618.png,99,[
321,hasy-data/v2-32403.png,62,\Sigma
322,hasy-data/v2-61332.png,80,\subset
323,hasy-data/v2-76692.png,92,\times
324,hasy-data/v2-59633.png,76,\leq
325,hasy-data/v2-31635.png,62,\Sigma
326,hasy-data/v2-69421.png,88,\&
327,hasy-data/v2-59580.png,76,\leq
328,hasy-data/v2-59703.png,76,\leq
329,hasy-data/v2-20270.png,29,3
330,hasy-data/v2-41215.png,69,\lambda
331,hasy-data/v2-121796.png,97,\forall
332,hasy-data/v2-38014.png,67,\theta
333,hasy-data/v2-07273.png,95,\cap
334,hasy-data/v2-69616.png,88,\&
335,hasy-data/v2-29857.png,40,d
336,hasy-data/v2-31088.png,62,\Sigma
337,hasy-data/v2-63004.png,82,\subseteq
338,hasy-data/v2-61175.png,80,\subset
339,hasy-data/v2-137492.png,102,\infty
340,hasy-data/v2-01507.png,48,l
341,hasy-data/v2-29096.png,36,\sigma
342,hasy-data/v2-74284.png,91,\cup
343,hasy-data/v2-31729.png,62,\Sigma
344,hasy-data/v2-40666.png,69,\lambda
345,hasy-data/v2-122720.png,97,\forall
346,hasy-data/v2-46148.png,71,\Pi
347,hasy-data/v2-77048.png,93,\ast
348,hasy-data/v2-69850.png,88,\&
349,hasy-data/v2-32729.png,63,\gamma
350,hasy-data/v2-38870.png,68,\epsilon
351,hasy-data/v2-76143.png,92,\times
352,hasy-data/v2-132829.png,99,[
353,hasy-data/v2-47956.png,73,\phi
354,hasy-data/v2-52054.png,74,\omega
355,hasy-data/v2-128947.png,98,\exists
356,hasy-data/v2-133478.png,100,]
357,hasy-data/v2-18409.png,16,Q
358,hasy-data/v2-61400.png,80,\subset
359,hasy-data/v2-32735.png,63,\gamma
360,hasy-data/v2-129530.png,98,\exists
361,hasy-data/v2-70735.png,89,\#
362,hasy-data/v2-76433.png,92,\times
363,hasy-data/v2-13653.png,102,\infty
364,hasy-data/v2-74245.png,91,\cup
365,hasy-data/v2-35787.png,65,\Delta
366,hasy-data/v2-68442.png,87,\}
367,hasy-data/v2-82035.png,95,\cap
368,hasy-data/v2-82018.png,95,\cap
369,hasy-data/v2-29372.png,36,\sigma
370,hasy-data/v2-36043.png,65,\Delta
371,hasy-data/v2-61222.png,80,\subset
372,hasy-data/v2-40904.png,69,\lambda
373,hasy-data/v2-59675.png,76,\leq
374,hasy-data/v2-59541.png,76,\leq
375,hasy-data/v2-137497.png,102,\infty
376,hasy-data/v2-122372.png,97,\forall
377,hasy-data/v2-29920.png,41,e
378,hasy-data/v2-20362.png,30,4
379,hasy-data/v2-35384.png,64,\delta
380,hasy-data/v2-42312.png,70,\mu
381,hasy-data/v2-71407.png,89,\#
382,hasy-data/v2-139423.png,102,\infty
383,hasy-data/v2-122133.png,97,\forall
384,hasy-data/v2-129259.png,98,\exists
385,hasy-data/v2-95559.png,96,\perp
386,hasy-data/v2-67375.png,86,\{
387,hasy-data/v2-41891.png,70,\mu
388,hasy-data/v2-71404.png,89,\#
389,hasy-data/v2-38161.png,67,\theta
390,hasy-data/v2-46761.png,72,\rho
391,hasy-data/v2-71836.png,90,\%
392,hasy-data/v2-41854.png,70,\mu
393,hasy-data/v2-137453.png,102,\infty
394,hasy-data/v2-35544.png,65,\Delta
395,hasy-data/v2-70086.png,88,\&
396,hasy-data/v2-68435.png,87,\}
397,hasy-data/v2-17671.png,7,H
398,hasy-data/v2-01406.png,36,\sigma
399,hasy-data/v2-13578.png,102,\infty
400,hasy-data/v2-39089.png,68,\epsilon
401,hasy-data/v2-61671.png,80,\subset
402,hasy-data/v2-70471.png,88,\&
403,hasy-data/v2-76141.png,92,\times
404,hasy-data/v2-35149.png,64,\delta
405,hasy-data/v2-59756.png,76,\leq
406,hasy-data/v2-31598.png,62,\Sigma
407,hasy-data/v2-33178.png,63,\gamma
408,hasy-data/v2-121461.png,97,\forall
409,hasy-data/v2-67747.png,86,\{
410,hasy-data/v2-52415.png,74,\omega
411,hasy-data/v2-69614.png,88,\&
412,hasy-data/v2-46435.png,72,\rho
413,hasy-data/v2-20046.png,27,1
414,hasy-data/v2-17614.png,6,G
415,hasy-data/v2-13634.png,102,\infty
416,hasy-data/v2-71284.png,89,\#
417,hasy-data/v2-121720.png,97,\forall
418,hasy-data/v2-81591.png,95,\cap
419,hasy-data/v2-81441.png,95,\cap
420,hasy-data/v2-40935.png,69,\lambda
421,hasy-data/v2-67960.png,86,\{
422,hasy-data/v2-32739.png,63,\gamma
423,hasy-data/v2-81888.png,95,\cap
424,hasy-data/v2-59293.png,76,\leq
425,hasy-data/v2-76855.png,92,\times
426,hasy-data/v2-60971.png,78,<
427,hasy-data/v2-134094.png,101,\|
428,hasy-data/v2-58589.png,75,\cdot
429,hasy-data/v2-72149.png,90,\%
430,hasy-data/v2-122381.png,97,\forall
431,hasy-data/v2-69607.png,88,\&
432,hasy-data/v2-33269.png,63,\gamma
433,hasy-data/v2-139614.png,102,\infty
434,hasy-data/v2-35845.png,65,\Delta
435,hasy-data/v2-40575.png,69,\lambda
436,hasy-data/v2-73809.png,91,\cup
437,hasy-data/v2-76715.png,92,\times
438,hasy-data/v2-59492.png,76,\leq
439,hasy-data/v2-163593.png,103,\ohm
440,hasy-data/v2-29112.png,36,\sigma
441,hasy-data/v2-70304.png,88,\&
442,hasy-data/v2-61264.png,80,\subset
443,hasy-data/v2-138864.png,102,\infty
444,hasy-data/v2-81569.png,95,\cap
445,hasy-data/v2-121701.png,97,\forall
446,hasy-data/v2-71210.png,89,\#
447,hasy-data/v2-60712.png,77,\geq
448,hasy-data/v2-66777.png,85,\$
449,hasy-data/v2-70724.png,89,\#
450,hasy-data/v2-68486.png,87,\}
451,hasy-data/v2-46844.png,72,\rho
452,hasy-data/v2-137933.png,102,\infty
453,hasy-data/v2-31293.png,62,\Sigma
454,hasy-data/v2-121862.png,97,\forall
455,hasy-data/v2-129588.png,98,\exists
456,hasy-data/v2-13834.png,102,\infty
457,hasy-data/v2-77361.png,93,\ast
458,hasy-data/v2-00171.png,16,Q
459,hasy-data/v2-47847.png,73,\phi
460,hasy-data/v2-59601.png,76,\leq
461,hasy-data/v2-59618.png,76,\leq
462,hasy-data/v2-76890.png,93,\ast
463,hasy-data/v2-59529.png,76,\leq
464,hasy-data/v2-123293.png,97,\forall
465,hasy-data/v2-80378.png,94,\div
466,hasy-data/v2-122900.png,97,\forall
467,hasy-data/v2-63080.png,82,\subseteq
468,hasy-data/v2-60035.png,76,\leq
469,hasy-data/v2-139678.png,102,\infty
470,hasy-data/v2-137820.png,102,\infty
471,hasy-data/v2-133196.png,99,[
472,hasy-data/v2-06376.png,91,\cup
473,hasy-data/v2-52283.png,74,\omega
474,hasy-data/v2-62549.png,82,\subseteq
475,hasy-data/v2-31152.png,62,\Sigma
476,hasy-data/v2-36275.png,65,\Delta
477,hasy-data/v2-01777.png,62,\Sigma
478,hasy-data/v2-129308.png,98,\exists
479,hasy-data/v2-134270.png,101,\|
480,hasy-data/v2-34790.png,64,\delta
481,hasy-data/v2-163652.png,103,\ohm
482,hasy-data/v2-52292.png,74,\omega
483,hasy-data/v2-20514.png,32,6
484,hasy-data/v2-133186.png,99,[
485,hasy-data/v2-33539.png,63,\gamma
486,hasy-data/v2-20215.png,28,2
487,hasy-data/v2-61875.png,81,\supset
488,hasy-data/v2-52176.png,74,\omega
489,hasy-data/v2-41666.png,70,\mu
490,hasy-data/v2-20711.png,34,8
491,hasy-data/v2-70485.png,88,\&
492,hasy-data/v2-28991.png,36,\sigma
493,hasy-data/v2-139147.png,102,\infty
494,hasy-data/v2-13655.png,102,\infty
495,hasy-data/v2-37175.png,66,\eta
496,hasy-data/v2-81981.png,95,\cap
497,hasy-data/v2-32887.png,63,\gamma
498,hasy-data/v2-129842.png,98,\exists
499,hasy-data/v2-123085.png,97,\forall
500,hasy-data/v2-81492.png,95,\cap
501,hasy-data/v2-47707.png,73,\phi
502,hasy-data/v2-82398.png,95,\cap
